1610663899335,fa 06 80 e5 03 6e,229,3,110
1610663899338,fa 06 80 e5 03 6e,229,3,110
1610663899377,fa 06 80 06 08 94,6,8,148
1610663899379,fa 06 80 06 08 94,6,8,148
1610663899423,fa 06 80 13 0b a4,19,11,164
1610663899475,fa 06 80 25 0d b8,37,13,184
1610663899480,fa 06 80 25 0d b8,37,13,184
1610663899519,fa 06 80 19 0c ab,25,12,171
1610663899523,fa 06 80 19 0c ab,25,12,171
1610663899559,fa 06 80 0b 09 9a,11,9,154
1610663899564,fa 06 80 0b 09 9a,11,9,154
1610663899604,fa 06 80 06 08 94,6,8,148
1610663899648,fa 06 80 fe 07 8b,254,7,139
1610663899652,fa 06 80 fe 07 8b,254,7,139
1610663899693,fa 06 80 03 08 91,3,8,145
1610663899697,fa 06 80 03 08 91,3,8,145
1610663899740,fa 06 80 03 08 91,3,8,145
1610663899744,fa 06 80 03 08 91,3,8,145
1610663899782,fa 06 80 02 08 90,2,8,144
1610663899833,fa 06 80 f9 06 85,249,6,133
1610663899841,fa 06 80 f9 06 85,249,6,133
1610663899872,fa 06 80 f3 05 7e,243,5,126
1610663899875,fa 06 80 f3 05 7e,243,5,126
1610663899918,fa 06 80 ee 05 79,238,5,121
1610663899921,fa 06 80 ee 05 79,238,5,121
1610663899961,fa 06 80 ec 04 76,236,4,118
1610663900009,fa 06 80 e6 03 6f,230,3,111
1610663900012,fa 06 80 e6 03 6f,230,3,111
1610663900056,fa 06 80 e1 03 6a,225,3,106
1610663900060,fa 06 80 e1 03 6a,225,3,106
1610663900097,fa 06 80 ed 04 77,237,4,119
1610663900099,fa 06 80 ed 04 77,237,4,119
1610663900146,fa 06 80 fa 07 87,250,7,135
1610663900190,fa 06 80 24 0d b7,36,13,183
1610663900194,fa 06 80 24 0d b7,36,13,183
1610663900237,fa 06 80 1f 8c 31,31,140,49
1610663900243,fa 06 80 1f 8c 31,31,140,49
1610663900280,fa 06 80 12 0a a2,18,10,162
1610663900282,fa 06 80 12 0a a2,18,10,162
1610663900323,fa 06 80 08 09 97,8,9,151
1610663900323,fa 06 80 03 08 91,3,8,145
1610663900325,fa 06 80 08 09 97,8,9,151
1610663900325,fa 06 80 03 08 91,3,8,145
1610663900368,fa 06 80 fc 07 89,252,7,137
1610663900368,fa 06 80 fb 07 88,251,7,136
1610663900372,fa 06 80 fc 07 89,252,7,137
1610663900372,fa 06 80 fb 07 88,251,7,136
1610663900416,fa 06 80 fc 07 89,252,7,137
1610663900436,fa 06 80 fc 07 89,252,7,137
1610663900457,fa 06 80 01 08 8f,1,8,143
1610663900459,fa 06 80 01 08 8f,1,8,143
1610663900500,fa 06 80 01 08 8f,1,8,143
1610663900546,fa 06 80 fc 07 89,252,7,137
1610663900565,fa 06 80 fc 07 89,252,7,137
1610663900591,fa 06 80 f5 06 81,245,6,129
1610663900593,fa 06 80 f5 06 81,245,6,129
1610663900636,fa 06 80 f0 05 7b,240,5,123
1610663900637,fa 06 80 f0 05 7b,240,5,123
1610663900681,fa 06 80 ee 05 79,238,5,121
1610663900725,fa 06 80 e9 04 73,233,4,115
1610663900727,fa 06 80 e9 04 73,233,4,115
1610663900773,fa 06 80 e5 03 6e,229,3,110
1610663900774,fa 06 80 e5 03 6e,229,3,110
1610663900816,fa 06 80 e4 03 6d,228,3,109
1610663900833,fa 06 80 e5 03 6e,229,3,110
1610663900861,fa 06 80 ea 04 74,234,4,116
1610663900907,fa 06 80 19 0c ab,25,12,171
1610663900909,fa 06 80 19 0c ab,25,12,171
1610663900950,fa 06 80 26 0e ba,38,14,186
1610663900952,fa 06 80 26 0e ba,38,14,186
1610663900995,fa 06 80 1b 8c 2d,27,140,45
1610663900996,fa 06 80 1b 8c 2d,27,140,45
1610663901042,fa 06 80 16 0b a7,22,11,167
1610663901086,fa 06 80 01 08 8f,1,8,143
1610663901088,fa 06 80 01 08 8f,1,8,143
1610663901090,fa 06 80 01 08 8f,1,8,143
1610663901130,fa 06 80 00 08 8e,0,8,142
1610663901132,fa 06 80 00 08 8e,0,8,142
1610663901176,fa 06 80 05 08 93,5,8,147
1610663901178,fa 06 80 05 08 93,5,8,147
1610663901220,fa 06 80 06 08 94,6,8,148
1610663901269,fa 06 80 05 08 93,5,8,147
1610663901284,fa 06 80 05 08 93,5,8,147
1610663901286,fa 06 80 05 08 93,5,8,147
1610663901310,fa 06 80 01 08 8f,1,8,143
1610663901312,fa 06 80 01 08 8f,1,8,143
1610663901357,fa 06 80 fb 07 88,251,7,136
1610663901360,fa 06 80 fb 07 88,251,7,136
1610663901406,fa 06 80 fa 07 87,250,7,135
1610663901449,fa 06 80 f2 05 7d,242,5,125
1610663901450,fa 06 80 f2 05 7d,242,5,125
1610663901452,fa 06 80 f2 05 7d,242,5,125
1610663901494,fa 06 80 ef 05 7a,239,5,122
1610663901496,fa 06 80 ef 05 7a,239,5,122
1610663901539,fa 06 80 ea 04 74,234,4,116
1610663901541,fa 06 80 ea 04 74,234,4,116
1610663901584,fa 06 80 ea 04 74,234,4,116
1610663901631,fa 06 80 0a 09 99,10,9,153
1610663901650,fa 06 80 0a 09 99,10,9,153
1610663901673,fa 06 80 28 0e bc,40,14,188
1610663901675,fa 06 80 28 0e bc,40,14,188
1610663901717,fa 06 80 27 0e bb,39,14,187
1610663901720,fa 06 80 27 0e bb,39,14,187
1610663901764,fa 06 80 22 0d b5,34,13,181
1610663901810,fa 06 80 0f 0a 9f,15,10,159
1610663901813,fa 06 80 0f 0a 9f,15,10,159
1610663901858,fa 06 80 04 08 92,4,8,146
1610663901861,fa 06 80 04 08 92,4,8,146
1610663901901,fa 06 80 03 08 91,3,8,145
1610663901921,fa 06 80 03 08 91,3,8,145
1610663901943,fa 06 80 06 08 94,6,8,148
1610663901944,fa 06 80 06 08 94,6,8,148
1610663901988,fa 06 80 06 08 94,6,8,148
1610663901990,fa 06 80 06 08 94,6,8,148
1610663902031,fa 06 80 01 08 8f,1,8,143
1610663902053,fa 06 80 01 08 8f,1,8,143
1610663902076,fa 06 80 fb 07 88,251,7,136
1610663902084,fa 06 80 fb 07 88,251,7,136
1610663902123,fa 06 80 f7 06 83,247,6,131
1610663902124,fa 06 80 f7 06 83,247,6,131
1610663902168,fa 06 80 f1 05 7c,241,5,124
1610663902170,fa 06 80 f1 05 7c,241,5,124
1610663902216,fa 06 80 ee 05 79,238,5,121
1610663902220,fa 06 80 ee 05 79,238,5,121
1610663902256,fa 06 80 ea 04 74,234,4,116
1610663902257,fa 06 80 ea 04 74,234,4,116
1610663902301,fa 06 80 e7 04 71,231,4,113
1610663902303,fa 06 80 e7 04 71,231,4,113
1610663902346,fa 06 80 fa 07 87,250,7,135
1610663902348,fa 06 80 fa 07 87,250,7,135
1610663902370,fa 06 80 fa 07 87,250,7,135
1610663902389,fa 06 80 12 0a a2,18,10,162
1610663902391,fa 06 80 12 0a a2,18,10,162
1610663902435,fa 06 80 25 0d b8,37,13,184
1610663902436,fa 06 80 25 0d b8,37,13,184
1610663902482,fa 06 80 22 0d b5,34,13,181
1610663902484,fa 06 80 22 0d b5,34,13,181
1610663902529,fa 06 80 16 0b a7,22,11,167
1610663902531,fa 06 80 16 0b a7,22,11,167
1610663902573,fa 06 80 0a 09 99,10,9,153
1610663902575,fa 06 80 0a 09 99,10,9,153
1610663902618,fa 06 80 00 08 8e,0,8,142
1610663902622,fa 06 80 00 08 8e,0,8,142
1610663902662,fa 06 80 00 08 8e,0,8,142
1610663902663,fa 06 80 00 08 8e,0,8,142
1610663902710,fa 06 80 04 08 92,4,8,146
1610663902714,fa 06 80 04 08 92,4,8,146
1610663902754,fa 06 80 04 08 92,4,8,146
1610663902754,fa 06 80 04 08 92,4,8,146
1610663902772,fa 06 80 03 08 91,3,8,145
1610663902796,fa 06 80 fc 07 89,252,7,137
1610663902798,fa 06 80 fc 07 89,252,7,137
1610663902841,fa 06 80 f7 06 83,247,6,131
1610663902844,fa 06 80 f7 06 83,247,6,131
1610663902887,fa 06 80 f0 05 7b,240,5,123
1610663902889,fa 06 80 f0 05 7b,240,5,123
1610663902935,fa 06 80 ee 05 79,238,5,121
1610663902937,fa 06 80 ee 05 79,238,5,121
1610663902980,fa 06 80 e9 04 73,233,4,115
1610663902986,fa 06 80 e9 04 73,233,4,115
1610663903023,fa 06 80 e8 04 72,232,4,114
1610663903023,fa 06 80 e6 03 6f,230,3,111
1610663903066,fa 06 80 e1 03 6a,225,3,106
1610663903069,fa 06 80 e1 03 6a,225,3,106
1610663903110,fa 06 80 ee 05 79,238,5,121
1610663903111,fa 06 80 ee 05 79,238,5,121
1610663903161,fa 06 80 12 0a a2,18,10,162
1610663903163,fa 06 80 12 0a a2,18,10,162
1610663903204,fa 06 80 1b 0c ad,27,12,173
1610663903204,fa 06 80 20 0d b3,32,13,179
1610663903249,fa 06 80 1c 0c ae,28,12,174
1610663903253,fa 06 80 1c 0c ae,28,12,174
1610663903294,fa 06 80 0e 0a 9e,14,10,158
1610663903298,fa 06 80 0e 0a 9e,14,10,158
1610663903342,fa 06 80 00 08 8e,0,8,142
1610663903345,fa 06 80 00 08 8e,0,8,142
1610663903386,fa 06 80 f9 06 85,249,6,133
1610663903389,fa 06 80 f9 06 85,249,6,133
1610663903429,fa 06 80 fa 07 87,250,7,135
1610663903430,fa 06 80 fa 07 87,250,7,135
1610663903476,fa 06 80 fc 07 89,252,7,137
1610663903478,fa 06 80 fc 07 89,252,7,137
1610663903514,fa 06 80 f9 06 85,249,6,133
1610663903517,fa 06 80 f9 06 85,249,6,133
1610663903562,fa 06 80 f7 06 83,247,6,131
1610663903562,fa 06 80 f5 06 81,245,6,129
1610663903607,fa 06 80 ee 05 79,238,5,121
1610663903609,fa 06 80 ee 05 79,238,5,121
1610663903657,fa 06 80 e9 04 73,233,4,115
1610663903661,fa 06 80 e9 04 73,233,4,115
1610663903697,fa 06 80 e7 04 71,231,4,113
1610663903699,fa 06 80 e7 04 71,231,4,113
1610663903742,fa 06 80 e6 03 6f,230,3,111
1610663903742,fa 06 80 e5 03 6e,229,3,110
1610663903835,fa 06 80 e3 03 6c,227,3,108
1610663903839,fa 06 80 e3 03 6c,227,3,108
1610663903842,fa 06 80 e3 03 6c,227,3,108
1610663903859,fa 06 80 e3 03 6c,227,3,108
1610663903874,fa 06 80 f8 06 84,248,6,132
1610663903893,fa 06 80 f8 06 84,248,6,132
1610663903921,fa 06 80 04 08 92,4,8,146
1610663903921,fa 06 80 12 0a a2,18,10,162
1610663903969,fa 06 80 2c 0f c1,44,15,193
1610663903971,fa 06 80 2c 0f c1,44,15,193
1610663904012,fa 06 80 2a 0e be,42,14,190
1610663904014,fa 06 80 2a 0e be,42,14,190
1610663904058,fa 06 80 20 0d b3,32,13,179
1610663904059,fa 06 80 20 0d b3,32,13,179
1610663904103,fa 06 80 1d 0c af,29,12,175
1610663904103,fa 06 80 19 0c ab,25,12,171
1610663904149,fa 06 80 11 0a a1,17,10,161
1610663904151,fa 06 80 11 0a a1,17,10,161
1610663904193,fa 06 80 14 0b a5,20,11,165
1610663904210,fa 06 80 14 0b a5,20,11,165
1610663904236,fa 06 80 16 0b a7,22,11,167
1610663904258,fa 06 80 17 0b a8,23,11,168
1610663904281,fa 06 80 17 0b a8,23,11,168
1610663904281,fa 06 80 15 0b a6,21,11,166
1610663904324,fa 06 80 08 09 97,8,9,151
1610663904325,fa 06 80 08 09 97,8,9,151
1610663904326,fa 06 80 08 09 97,8,9,151
1610663904372,fa 06 80 ff 07 8c,255,7,140
1610663904373,fa 06 80 ff 07 8c,255,7,140
1610663904417,fa 06 80 f5 06 81,245,6,129
1610663904417,fa 06 80 f5 06 81,245,6,129
1610663904463,fa 06 80 f3 05 7e,243,5,126
1610663904463,fa 06 80 f1 05 7c,241,5,124
1610663904508,fa 06 80 eb 04 75,235,4,117
1610663904510,fa 06 80 eb 04 75,235,4,117
1610663904554,fa 06 80 e5 03 6e,229,3,110
1610663904578,fa 06 80 e5 03 6e,229,3,110
1610663904595,fa 06 80 e2 03 6b,226,3,107
1610663904606,fa 06 80 e6 03 6f,230,3,111
1610663904640,fa 06 80 09 09 98,9,9,152
1610663904642,fa 06 80 09 09 98,9,9,152
1610663904687,fa 06 80 24 0d b7,36,13,183
1610663904734,fa 06 80 2c 0f c1,44,15,193
1610663904736,fa 06 80 2c 0f c1,44,15,193
1610663904779,fa 06 80 1f 8c 31,31,140,49
1610663904782,fa 06 80 1f 8c 31,31,140,49
1610663904826,fa 06 80 10 0a a0,16,10,160
1610663904827,fa 06 80 10 0a a0,16,10,160
1610663904866,fa 06 80 03 08 91,3,8,145
1610663904913,fa 06 80 fe 07 8b,254,7,139
1610663904915,fa 06 80 fe 07 8b,254,7,139
1610663904968,fa 06 80 02 08 90,2,8,144
1610663904971,fa 06 80 02 08 90,2,8,144
1610663905001,fa 06 80 02 08 90,2,8,144
1610663905002,fa 06 80 02 08 90,2,8,144
1610663905048,fa 06 80 fb 07 88,251,7,136
1610663905050,fa 06 80 fb 07 88,251,7,136
1610663905089,fa 06 80 f6 06 82,246,6,130
1610663905091,fa 06 80 f6 06 82,246,6,130
1610663905138,fa 06 80 ed 04 77,237,4,119
1610663905140,fa 06 80 ed 04 77,237,4,119
1610663905182,fa 06 80 e6 03 6f,230,3,111
1610663905183,fa 06 80 e6 03 6f,230,3,111
1610663905226,fa 06 80 e0 02 68,224,2,104
1610663905241,fa 06 80 e0 02 68,224,2,104
1610663905274,fa 06 80 df 02 67,223,2,103
1610663905277,fa 06 80 df 02 67,223,2,103
1610663905317,fa 06 80 d9 01 60,217,1,96
1610663905319,fa 06 80 d9 01 60,217,1,96
1610663905320,fa 06 80 d9 01 60,217,1,96
1610663905363,fa 06 80 e7 04 71,231,4,113
1610663905379,fa 06 80 e7 04 71,231,4,113
1610663905407,fa 06 80 17 0b a8,23,11,168
1610663905408,fa 06 80 17 0b a8,23,11,168
1610663905450,fa 06 80 2d 0f c2,45,15,194
1610663905452,fa 06 80 2d 0f c2,45,15,194
1610663905500,fa 06 80 29 0e bd,41,14,189
1610663905501,fa 06 80 29 0e bd,41,14,189
1610663905542,fa 06 80 1b 0c ad,27,12,173
1610663905543,fa 06 80 1b 0c ad,27,12,173
1610663905589,fa 06 80 08 09 97,8,9,151
1610663905592,fa 06 80 08 09 97,8,9,151
1610663905631,fa 06 80 00 08 8e,0,8,142
1610663905633,fa 06 80 00 08 8e,0,8,142
1610663905678,fa 06 80 00 08 8e,0,8,142
1610663905679,fa 06 80 00 08 8e,0,8,142
1610663905724,fa 06 80 04 08 92,4,8,146
1610663905726,fa 06 80 04 08 92,4,8,146
1610663905769,fa 06 80 02 08 90,2,8,144
1610663905772,fa 06 80 02 08 90,2,8,144
1610663905813,fa 06 80 fe 07 8b,254,7,139
1610663905816,fa 06 80 fe 07 8b,254,7,139
1610663905859,fa 06 80 f5 06 81,245,6,129
1610663905861,fa 06 80 f5 06 81,245,6,129
1610663905901,fa 06 80 ee 05 79,238,5,121
1610663905902,fa 06 80 ee 05 79,238,5,121
1610663905945,fa 06 80 e8 04 72,232,4,114
1610663905946,fa 06 80 e8 04 72,232,4,114
1610663905991,fa 06 80 e4 03 6d,228,3,109
1610663905993,fa 06 80 e4 03 6d,228,3,109
1610663906039,fa 06 80 df 02 67,223,2,103
1610663906041,fa 06 80 df 02 67,223,2,103
1610663906083,fa 06 80 d8 01 5f,216,1,95
1610663906086,fa 06 80 d8 01 5f,216,1,95
1610663906131,fa 06 80 f0 05 7b,240,5,123
1610663906134,fa 06 80 f0 05 7b,240,5,123
1610663906175,fa 06 80 0f 0a 9f,15,10,159
1610663906178,fa 06 80 0f 0a 9f,15,10,159
1610663906215,fa 06 80 28 0e bc,40,14,188
1610663906217,fa 06 80 28 0e bc,40,14,188
1610663906263,fa 06 80 1d 8c 2f,29,140,47
1610663906265,fa 06 80 1d 8c 2f,29,140,47
1610663906304,fa 06 80 0a 09 99,10,9,153
1610663906326,fa 06 80 0a 09 99,10,9,153
1610663906354,fa 06 80 ff 07 8c,255,7,140
1610663906355,fa 06 80 ff 07 8c,255,7,140
1610663906397,fa 06 80 f4 06 80,244,6,128
1610663906400,fa 06 80 f4 06 80,244,6,128
1610663906441,fa 06 80 f5 06 81,245,6,129
1610663906443,fa 06 80 f5 06 81,245,6,129
1610663906490,fa 06 80 f8 06 84,248,6,132
1610663906492,fa 06 80 f8 06 84,248,6,132
1610663906532,fa 06 80 f8 06 84,248,6,132
1610663906534,fa 06 80 f8 06 84,248,6,132
1610663906576,fa 06 80 f2 05 7d,242,5,125
1610663906577,fa 06 80 f2 05 7d,242,5,125
1610663906621,fa 06 80 eb 04 75,235,4,117
1610663906622,fa 06 80 eb 04 75,235,4,117
1610663906671,fa 06 80 e8 04 72,232,4,114
1610663906673,fa 06 80 e8 04 72,232,4,114
1610663906710,fa 06 80 e5 03 6e,229,3,110
1610663906726,fa 06 80 e5 03 6e,229,3,110
1610663906756,fa 06 80 e3 03 6c,227,3,108
1610663906757,fa 06 80 e3 03 6c,227,3,108
1610663906802,fa 06 80 e3 03 6c,227,3,108
1610663906803,fa 06 80 e3 03 6c,227,3,108
1610663906847,fa 06 80 e8 04 72,232,4,114
1610663906849,fa 06 80 e8 04 72,232,4,114
1610663906890,fa 06 80 ff 07 8c,255,7,140
1610663906892,fa 06 80 ff 07 8c,255,7,140
1610663906937,fa 06 80 2d 0f c2,45,15,194
1610663906939,fa 06 80 2d 0f c2,45,15,194
1610663906984,fa 06 80 2d 0f c2,45,15,194
1610663906989,fa 06 80 2d 0f c2,45,15,194
1610663907028,fa 06 80 24 8d 37,36,141,55
1610663907031,fa 06 80 24 8d 37,36,141,55
1610663907074,fa 06 80 20 0d b3,32,13,179
1610663907115,fa 06 80 12 0a a2,18,10,162
1610663907116,fa 06 80 12 0a a2,18,10,162
1610663907162,fa 06 80 10 0a a0,16,10,160
1610663907162,fa 06 80 0e 0a 9e,14,10,158
1610663907183,fa 06 80 0d 0a 9d,13,10,157
1610663907206,fa 06 80 0d 0a 9d,13,10,157
1610663907209,fa 06 80 0d 0a 9d,13,10,157
1610663907253,fa 06 80 0d 0a 9d,13,10,157
1610663907301,fa 06 80 08 09 97,8,9,151
1610663907303,fa 06 80 08 09 97,8,9,151
1610663907384,fa 06 80 fd 07 8a,253,7,138
1610663907386,fa 06 80 fd 07 8a,253,7,138
1610663907430,fa 06 80 fb 07 88,251,7,136
1610663907475,fa 06 80 f3 05 7e,243,5,126
1610663907476,fa 06 80 f3 05 7e,243,5,126
1610663907520,fa 06 80 ee 05 79,238,5,121
1610663907521,fa 06 80 ee 05 79,238,5,121
1610663907570,fa 06 80 e9 04 73,233,4,115
1610663907572,fa 06 80 e9 04 73,233,4,115
1610663907614,fa 06 80 ea 04 74,234,4,116
1610663907670,fa 06 80 0a 09 99,10,9,153
1610663907673,fa 06 80 0a 09 99,10,9,153
1610663907701,fa 06 80 20 0d b3,32,13,179
1610663907702,fa 06 80 20 0d b3,32,13,179
1610663907746,fa 06 80 1d 0c af,29,12,175
1610663907748,fa 06 80 1d 0c af,29,12,175
1610663907790,fa 06 80 1a 8c 2c,26,140,44
1610663907836,fa 06 80 0a 09 99,10,9,153
1610663907836,fa 06 80 0a 09 99,10,9,153
1610663907879,fa 06 80 02 08 90,2,8,144
1610663907880,fa 06 80 02 08 90,2,8,144
1610663907924,fa 06 80 02 08 90,2,8,144
1610663907925,fa 06 80 02 08 90,2,8,144
1610663907970,fa 06 80 03 08 91,3,8,145
1610663908015,fa 06 80 04 08 92,4,8,146
1610663908016,fa 06 80 04 08 92,4,8,146
1610663908061,fa 06 80 01 08 8f,1,8,143
1610663908063,fa 06 80 01 08 8f,1,8,143
1610663908109,fa 06 80 f9 06 85,249,6,133
1610663908133,fa 06 80 f9 06 85,249,6,133
1610663908151,fa 06 80 f7 06 83,247,6,131
1610663908196,fa 06 80 ef 05 7a,239,5,122
1610663908197,fa 06 80 ef 05 7a,239,5,122
1610663908241,fa 06 80 e9 04 73,233,4,115
1610663908242,fa 06 80 e9 04 73,233,4,115
1610663908285,fa 06 80 e2 03 6b,226,3,107
1610663908286,fa 06 80 e2 03 6b,226,3,107
1610663908329,fa 06 80 e0 02 68,224,2,104
1610663908331,fa 06 80 e0 02 68,224,2,104
1610663908378,fa 06 80 f2 05 7d,242,5,125
1610663908378,fa 06 80 fd 07 8a,253,7,138
1610663908381,fa 06 80 f2 05 7d,242,5,125
1610663908381,fa 06 80 fd 07 8a,253,7,138
1610663908425,fa 06 80 10 0a a0,16,10,160
1610663908427,fa 06 80 10 0a a0,16,10,160
1610663908464,fa 06 80 17 0b a8,23,11,168
1610663908466,fa 06 80 17 0b a8,23,11,168
1610663908511,fa 06 80 14 0b a5,20,11,165
1610663908555,fa 06 80 07 09 96,7,9,150
1610663908556,fa 06 80 07 09 96,7,9,150
1610663908604,fa 06 80 00 08 8e,0,8,142
1610663908607,fa 06 80 00 08 8e,0,8,142
1610663908652,fa 06 80 ff 07 8c,255,7,140
1610663908655,fa 06 80 ff 07 8c,255,7,140
1610663908690,fa 06 80 00 08 8e,0,8,142
1610663908737,fa 06 80 02 08 90,2,8,144
1610663908739,fa 06 80 02 08 90,2,8,144
1610663908779,fa 06 80 00 08 8e,0,8,142
1610663908780,fa 06 80 00 08 8e,0,8,142
1610663908828,fa 06 80 fc 07 89,252,7,137
1610663908830,fa 06 80 fc 07 89,252,7,137
1610663908872,fa 06 80 fa 07 87,250,7,135
1610663908918,fa 06 80 f5 06 81,245,6,129
1610663908921,fa 06 80 f5 06 81,245,6,129
1610663908962,fa 06 80 f3 05 7e,243,5,126
1610663908964,fa 06 80 f3 05 7e,243,5,126
1610663909009,fa 06 80 f0 05 7b,240,5,123
1610663909010,fa 06 80 f0 05 7b,240,5,123
1610663909053,fa 06 80 ee 05 79,238,5,121
1610663909102,fa 06 80 ee 05 79,238,5,121
1610663909105,fa 06 80 ee 05 79,238,5,121
1610663909143,fa 06 80 0b 09 9a,11,9,154
1610663909145,fa 06 80 0b 09 9a,11,9,154
1610663909186,fa 06 80 23 0d b6,35,13,182
1610663909189,fa 06 80 23 0d b6,35,13,182
1610663909230,fa 06 80 25 0d b8,37,13,184
1610663909278,fa 06 80 19 8c 2b,25,140,43
1610663909280,fa 06 80 19 8c 2b,25,140,43
1610663909322,fa 06 80 0c 09 9b,12,9,155
1610663909323,fa 06 80 0c 09 9b,12,9,155
1610663909367,fa 06 80 02 08 90,2,8,144
1610663909391,fa 06 80 02 08 90,2,8,144
1610663909413,fa 06 80 01 08 8f,1,8,143
1610663909453,fa 06 80 05 08 93,5,8,147
1610663909454,fa 06 80 05 08 93,5,8,147
1610663909499,fa 06 80 05 08 93,5,8,147
1610663909501,fa 06 80 05 08 93,5,8,147
1610663909550,fa 06 80 00 08 8e,0,8,142
1610663909552,fa 06 80 00 08 8e,0,8,142
1610663909590,fa 06 80 fe 07 8b,254,7,139
1610663909635,fa 06 80 f5 06 81,245,6,129
1610663909637,fa 06 80 f5 06 81,245,6,129
1610663909681,fa 06 80 ef 05 7a,239,5,122
1610663909683,fa 06 80 ef 05 7a,239,5,122
1610663909730,fa 06 80 ea 04 74,234,4,116
1610663909733,fa 06 80 ea 04 74,234,4,116
1610663909771,fa 06 80 e9 04 73,233,4,115
1610663909817,fa 06 80 e1 03 6a,225,3,106
1610663909839,fa 06 80 e1 03 6a,225,3,106
1610663909861,fa 06 80 f3 05 7e,243,5,126
1610663909862,fa 06 80 f3 05 7e,243,5,126
1610663909907,fa 06 80 1c 0c ae,28,12,174
1610663909924,fa 06 80 1c 0c ae,28,12,174
1610663909957,fa 06 80 24 0d b7,36,13,183
1610663910001,fa 06 80 22 0d b5,34,13,181
1610663910002,fa 06 80 22 0d b5,34,13,181
1610663910039,fa 06 80 13 0b a4,19,11,164
1610663910040,fa 06 80 13 0b a4,19,11,164
1610663910086,fa 06 80 00 08 8e,0,8,142
1610663910087,fa 06 80 00 08 8e,0,8,142
1610663910135,fa 06 80 fd 07 8a,253,7,138
1610663910179,fa 06 80 fa 07 87,250,7,135
1610663910181,fa 06 80 fa 07 87,250,7,135
1610663910224,fa 06 80 fc 07 89,252,7,137
1610663910226,fa 06 80 fc 07 89,252,7,137
1610663910270,fa 06 80 f9 06 85,249,6,133
1610663910272,fa 06 80 f9 06 85,249,6,133
1610663910310,fa 06 80 f6 06 82,246,6,130
1610663910310,fa 06 80 f3 05 7e,243,5,126
1610663910311,fa 06 80 f6 06 82,246,6,130
1610663910311,fa 06 80 f3 05 7e,243,5,126
1610663910360,fa 06 80 f0 05 7b,240,5,123
1610663910360,fa 06 80 ed 04 77,237,4,119
1610663910362,fa 06 80 f0 05 7b,240,5,123
1610663910362,fa 06 80 ed 04 77,237,4,119
1610663910400,fa 06 80 e9 04 73,233,4,115
1610663910401,fa 06 80 e9 04 73,233,4,115
1610663910445,fa 06 80 e8 04 72,232,4,114
1610663910446,fa 06 80 e8 04 72,232,4,114
1610663910492,fa 06 80 e7 04 71,231,4,113
1610663910539,fa 06 80 e1 03 6a,225,3,106
1610663910541,fa 06 80 e1 03 6a,225,3,106
1610663910544,fa 06 80 e1 03 6a,225,3,106
1610663910580,fa 06 80 e7 04 71,231,4,113
1610663910582,fa 06 80 e7 04 71,231,4,113
1610663910628,fa 06 80 0e 0a 9e,14,10,158
1610663910629,fa 06 80 0e 0a 9e,14,10,158
