1610663898340,fa 0b 81 5f 4f 00 0b e5 0f 00 39,95,79,0,11,229,15,0,57
1610663898343,fa 0b 81 5f 4f 00 0b e5 0f 00 39,95,79,0,11,229,15,0,57
1610663901357,fa 0b 81 5f 4f 00 0b c2 0f 00 16,95,79,0,11,194,15,0,22
1610663901360,fa 0b 81 5f 4f 00 0b c2 0f 00 16,95,79,0,11,194,15,0,22
1610663902346,fa 0b 81 5f 4f 00 0c ca 0f 00 1f,95,79,0,12,202,15,0,31
1610663902348,fa 0b 81 5f 4f 00 0c ca 0f 00 1f,95,79,0,12,202,15,0,31
1610663902370,fa 0b 81 5f 4f 00 0c ca 0f 00 1f,95,79,0,12,202,15,0,31
1610663904324,fa 0b 81 5e 4f 00 0c 71 0f 00 c5,94,79,0,12,113,15,0,197
1610663904325,fa 0b 81 5e 4f 00 0c 71 0f 00 c5,94,79,0,12,113,15,0,197
1610663904326,fa 0b 81 5e 4f 00 0c 71 0f 00 c5,94,79,0,12,113,15,0,197
1610663905317,fa 0b 81 5e 4f 00 0c 71 0f 00 c5,94,79,0,12,113,15,0,197
1610663905319,fa 0b 81 5e 4f 00 0c 71 0f 00 c5,94,79,0,12,113,15,0,197
1610663905320,fa 0b 81 5e 4f 00 0c 71 0f 00 c5,94,79,0,12,113,15,0,197
1610663907342,fa 0b 81 5e 4f 00 0c 49 0f 00 9d,94,79,0,12,73,15,0,157
1610663907365,fa 0b 81 5e 4f 00 0c 49 0f 00 9d,94,79,0,12,73,15,0,157
1610663908329,fa 0b 81 5d 4f 00 0d e1 0e 00 34,93,79,0,13,225,14,0,52
1610663908331,fa 0b 81 5d 4f 00 0d e1 0e 00 34,93,79,0,13,225,14,0,52
1610663911347,fa 0b 81 5d 4f 00 0d 01 0f 00 55,93,79,0,13,1,15,0,85
1610663911350,fa 0b 81 5d 4f 00 0d 01 0f 00 55,93,79,0,13,1,15,0,85
1610663912335,fa 0b 81 5d 50 00 0d bc 0e 00 10,93,80,0,13,188,14,0,16
1610663912337,fa 0b 81 5d 50 00 0d bc 0e 00 10,93,80,0,13,188,14,0,16
1610663912338,fa 0b 81 5d 50 00 0d bc 0e 00 10,93,80,0,13,188,14,0,16
1610663914316,fa 0b 81 5d 50 00 0d 98 0e 00 ec,93,80,0,13,152,14,0,236
1610663914318,fa 0b 81 5d 50 00 0d 98 0e 00 ec,93,80,0,13,152,14,0,236
1610663915306,fa 0b 81 5d 50 00 0d 98 0e 00 ec,93,80,0,13,152,14,0,236
1610663915307,fa 0b 81 5d 50 00 0d 98 0e 00 ec,93,80,0,13,152,14,0,236
1610663915332,fa 0b 81 5d 50 00 0d 98 0e 00 ec,93,80,0,13,152,14,0,236
1610663917336,fa 0b 81 5d 50 00 0d e8 0e 00 3c,93,80,0,13,232,14,0,60
1610663917338,fa 0b 81 5d 50 00 0d e8 0e 00 3c,93,80,0,13,232,14,0,60
1610663918321,fa 0b 81 5d 50 00 0d 1c 0f 00 71,93,80,0,13,28,15,0,113
1610663918322,fa 0b 81 5d 50 00 0d 1c 0f 00 71,93,80,0,13,28,15,0,113
1610663921335,fa 0b 81 5d 51 00 0d b0 0f 00 06,93,81,0,13,176,15,0,6
1610663921337,fa 0b 81 5d 51 00 0d b0 0f 00 06,93,81,0,13,176,15,0,6
1610663922346,fa 0b 81 5d 51 00 0d cd 0f 00 23,93,81,0,13,205,15,0,35
1610663922347,fa 0b 81 5d 51 00 0d cd 0f 00 23,93,81,0,13,205,15,0,35
1610663925296,fa 0b 81 5e 51 00 0d fa 0f 00 51,94,81,0,13,250,15,0,81
1610663925299,fa 0b 81 5e 51 00 0d fa 0f 00 51,94,81,0,13,250,15,0,81
1610663925301,fa 0b 81 5e 51 00 0d fa 0f 00 51,94,81,0,13,250,15,0,81
1610663927320,fa 0b 81 5f 50 00 0d 47 10 00 9f,95,80,0,13,71,16,0,159
1610663927321,fa 0b 81 5f 50 00 0d 47 10 00 9f,95,80,0,13,71,16,0,159
1610663931324,fa 0b 81 5f 50 00 0e f2 10 00 4b,95,80,0,14,242,16,0,75
1610663931326,fa 0b 81 5f 50 00 0e f2 10 00 4b,95,80,0,14,242,16,0,75
1610663932314,fa 0b 81 5f 4f 00 0e e2 10 00 3a,95,79,0,14,226,16,0,58
1610663932316,fa 0b 81 5f 4f 00 0e e2 10 00 3a,95,79,0,14,226,16,0,58
1610663937315,fa 0b 81 5f 4f 00 10 14 10 00 6e,95,79,0,16,20,16,0,110
1610663937317,fa 0b 81 5f 4f 00 10 14 10 00 6e,95,79,0,16,20,16,0,110
1610663937318,fa 0b 81 5f 4f 00 10 14 10 00 6e,95,79,0,16,20,16,0,110
1610663941314,fa 0b 81 5e 4f 00 10 fe 0e 00 55,94,79,0,16,254,14,0,85
1610663941314,fa 0b 81 5e 4f 00 10 fe 0e 00 55,94,79,0,16,254,14,0,85
1610663942304,fa 0b 81 5e 4f 00 11 31 0f 00 8a,94,79,0,17,49,15,0,138
1610663942304,fa 0b 81 5e 4f 00 11 31 0f 00 8a,94,79,0,17,49,15,0,138
